word	count
whee	69
walkin	7
waap	1
jojo	3
g'bye	2
zoe's	3
joanne's	3
wasza	1
squishes	1
binkie	2
comere	64
boughtchu	1
droppin	1
kachu	1
dohs	8
chirper	2
yacking	1
cleanin	1
chirpie	1
shakin'	2
wheredya	1
gu'bless	1
arright	1
munchy	1
yoohoo	5
ghead	1
scuse	30
cayou	1
droolie	1
e'em	1
helpin	1
squished	20
jawb	1
draggin	1
wazzat	1
tadam	1
sig's	2
wuz	1
donno	8
whattaya	1
pedaler	1
ewhoops	1
hadta	1
feathersword	1
squirrel's	4
dju	3
givin	13
thaza	1
caillou	53
commere	5
bap	3
wak	1
ribet	1
munchkin	1
doop	38
do-dee	1
linin'	1
prolly	5
dyou	351
playdough	9
gi	4
mmdah	1
jimbo	1
doncha	13
dammor	1
waiminute	1
comin	6
whatta	2
onea	1
playdohs	4
cuse	4
oopsie	55
peekin'	1
cmon	82
ojo	2
whatd	1
crayola	1
mishmosh	1
chelo	2
arr	3
tutter	3
colorin'	1
getcher	14
bitta	1
mkay	79
alotta	3
bloop	13
shouldn'ta	1
whoopsie	87
couldju	1
tuh	10
wouldcha	1
whataya	1
ppac	1
ringin'	1
ahhah	57
those'll	2
auntie's	35
chickaboom	3
ew	25
whatchamacallit	1
whachu	2
hullo	1
muah	64
bistle	1
staticky	2
willy's	1
chirpin'	1
cover's	2
windex	1
itscoletees	1
whaddya	43
mmmm	4
whozat	2
whyncha	2
charmies	2
kissy	25
yaself	2
bug's	9
cyou	1
alo	1
aloo	1
megablocks	1
probly	4
dontcha	39
dumdi	5
doot	27
dooti	1
doomdi	4
phyllo	2
whatchu	3
lunette	1
yoop	8
doodley	3
clementines	3
cart's	1
whaddaya	9
sheepy	5
shoulda	6
cookie's	5
dragster	2
maisy	169
spocket	7
vw	1
kitty's	13
meowing	3
dontchu	7
wannu	1
potato's	4
ds	12
laa's	4
blooping	1
lemee	1
apatosaurus	8
zat	3
sb	1
whatsa	8
doh's	2
whatcha	54
alrightie	22
swirly	8
tractor's	3
yellow's	1
showin'	1
heehee	27
zooma	2
djou	127
hoomoomoo	1
choomoomoo	1
prujo	1
snuffy	45
oreos	2
shimmery	1
popcorns	1
foot's	8
retie	1
mem	1
skidsteer	1
zowwy	2
wowwy	3
nina's	1
egg's	2
wags's	2
hearties	1
scribbly	1
glug	26
glue's	1
chikaboo	1
perfecto	1
bone's	1
didjou	113
untucked	1
jojo's	8
snuggly	7
skeebo	1
croaky	2
trina	2
kerplatski	2
spudinski	16
ayeyai	1
backpack's	14
tater's	1
plie	1
squooshed	3
musta	2
swinging's	1
hitcha	2
cmere	67
bumpity	73
bunka	6
peekamoo	9
boinka	9
weh	101
pateetie	2
patoo	2
tah	5
thumpkin	2
rumm	71
bup	21
ethan's	94
bonka	16
bumpa	1
byebye	258
ethans	5
teh	4
peeyou	11
yobaby	16
shakoori	6
owie	7
y'can	2
manuela's	58
ijuh	2
at's	1
milkaroni	2
whooee	3
abuela	7
abuelo	8
didoo	8
what'ya	1
gabi	18
wancha	7
clickety	42
hippo's	16
errr	2
snoo	4
bj	5
kix	11
doggie's	7
bomp	5
rarr	4
eeyore	61
wantcher	7
huggie	1
pumpkins'	3
m'kay	2
eeyore's	18
ahtu	1
babubadu	1
boomp	4
peteetie	2
dyomp	3
whad'you	2
doopeedoo	1
ethanokay	1
shmutz	5
maisy's	33
notchur	1
top's	3
achou	1
aweeee	1
lookitchou	1
froglets	1
whacha	6
wheel's	3
dioo	1
vrum	8
vrump	2
inta	11
vrumf	5
untying	1
pooh's	6
snowman's	7
bottle's	14
dontchou	5
cereal's	1
za	7
zzzz	3
lurkey	5
whadyou	59
drakey	2
gaggled	1
loxy	3
kia's	2
smush	17
dop	1
dobble	1
caillou's	3
wancher	2
splish	7
alligator's	4
clippity	3
twonk	2
tophamhat	1
simin	1
rolly's	3
sss	7
foof	1
dmmm	2
dozers	2
bep	1
thumbkin	12
zhup	1
whassat	1
trevor's	26
alphabeffin	1
tushy	15
spaghettios	6
ostrich's	1
pattycake	6
hsst	1
schlar	2
wshhh	3
alah	1
psh	1
yknow	3
gwiggly	1
olivias	1
mcvetter	2
thwap	3
bonging	1
stomming	1
tromming	1
kaka	1
rrr	5
pskettios	2
ebsin	1
pocket's	9
fevans	2
bindergarten	11
smushing	4
kindergarten's	1
nyah	5
doink	30
firefighter's	3
dwonk	31
bindergarten's	1
magoo	6
roffy	1
whachou	3
pasghoottios	1
achoos	1
ush	2
bof	1
mm's	1
nyup	1
wanchur	1
ywanna	11
trasherate	3
ockerate	1
shcoop	3
kabonk	1
kaplonk	3
pockowait	2
grassurate	1
ber	1
gup	1
tck	5
alala	1
letter's	17
doopsie	3
shape's	2
ssss	1
piskettyohs	1
zzzzzzzzz	1
zzz	1
accessorizes	1
accessorizing	6
sgoin	1
jamember	1
spot's	14
ch	33
collar's	2
mna	1
bling	1
smushed	11
mushed	3
bunny's	29
nyep	2
ywan	1
chinnie	4
bogg	1
trynta	1
microphone's	8
myep	1
kabow	1
corduroy's	4
guda	8
plate's	2
bumpies	1
whatchou	2
vrmm	1
lahdu	1
rooster's	3
kadoodle	1
kazowwie	1
yackity	5
toopoos	1
snoopoos	1
bididoop	3
kyou	6
wosh	1
tigger's	5
kerplonk	1
sodor	15
flup	7
flep	1
scuffy	31
cranky's	8
scareda	2
weensie	6
eensie	6
smoke's	1
yeow	8
doota	2
whaya	1
jammies	3
slided	1
gip	1
tickly	21
snooby	1
snooding	1
grrr	2
taffy's	1
jum	4
jrba	4
boinging	1
hiho	2
packerate	1
tum	3
pasgettios	1
yagonna	1
tubbles	1
scrubbles	1
splushy	1
sploshy	1
splishy	1
hiya	4
chuffy	4
pshh	1
yups	1
vrrum	1
uff	11
bayoup	2
bomf	1
toodle	1
glub	14
sarasponda	19
adoyveleo	1
eerieohs	1
kasayvayo	1
ghost's	2
adoreo	1
shheoooh	1
blonk	6
beeking	1
tradgerate	2
thatcherate	1
roboto	1
baterate	1
crasherate	1
smasherate	1
pasherate	1
snappies	1
trosherate	1
js	2
tire's	1
snew	3
snipper	1
barthopeyew	2
grommeryew	1
trush	1
beckyohs	1
clup	6
clu	3
square's	1
wumpkin	1
bongety	1
biggety	1
lumpky	1
pumpky	1
yhomas	1
bwop	1
bwu	2
bwa	2
bwopa	3
bwapa	2
wapey	1
ipsie	1
wapa	1
elmos	2
ape's	2
battery's	7
blub	22
yubbuda	2
adoradunde	1
salty's	5
shinies	1
middle's	1
poopy	14
travis'	1
gremerating	1
kakechuating	2
duank	2
doops	1
suzie's	1
kerkrakerating	1
plip	1
bulstrode	3
rollie's	1
whatchoo	3
boko	3
bertie's	2
dere	4
wanchou	1
we'regonna	1
truckbot	6
dweep	2
grash	1
poopsie	5
pumpa	1
goops	1
broughtchou	1
miny	1
meeny	9
eeny	9
mouh	1
zaboo	1
neato	6
dabby	5
wakadu	3
bouchyer	1
doreboondeyo	1
janboree	1
janberry	3
bonking	1
dukadoong	4
doong	3
diesel's	1
boofer	2
scoop'll	1
muckster	2
yanna	1
nobo	1
niyewr	1
yicky	3
yacky	2
putcher	22
yickity	9
spooling	1
puh	37
berenstain	1
mbi	1
barolin	1
doobie	2
dawee	3
wassup	2
harroo	2
wap	1
dooby	6
whasat	1
eep	1
painty	1
tappa	2
dingo's	2
tippa	1
boomdi	7
serasponda	4
seraspond	2
pjs	6
orangish	1
tidmouth	2
wipie	5
konnichiwa	2
haloo	1
privyet	1
nanoonoo	1
joop	4
highing	1
band-aids	6
trock	1
whadda	14
mihama	1
sayonara	1
zhoo	5
brr	5
box's	1
rubber's	1
zhoom	2
getchoo	1
naame	2
lotsa	11
zhoop	2
slooped	1
eggo	2
leggo	2
tryna	1
chair's	4
grumerate	1
yonna	3
pataway	3
boingy	1
weeshed	1
weesh	2
olgy's	1
unstick	2
putchur	3
toppemhat	1
deedle	17
rooter's	1
finger's	5
dooweeyoo	1
jigity	1
mixer's	1
cracky	1
nexta	1
goopy	5
pilchert	5
pasgudios	1
kasnudios	1
uniform's	1
noonoo	2
biyu	1
biyup	1
jambo	1
kachoo	1
cockatiel	3
zhuh	1
radiator's	1
piglet's	10
butchoo	1
patoots	1
eedy	1
indeedie	6
wiggy	1
allibunny	1
dogillator	1
dw	33
smish	3
tocks	1
shkoosh	1
dayja	19
spick	2
regremmerating	1
deckland	1
zuggedy	1
kipper's	3
nori	1
eek	12
nyeh	6
kaooga	1
squigglies	1
spaceman	1
pickleberry	2
sue's	5
glubbity	1
poppleton's	5
toppa	1
nn	38
zoop	15
boosan	1
donchoo	1
na-na	1
uhp	41
gummie	1
zhoog	1
toop	2
getchu	1
dayja's	2
astronauta	4
wiper's	1
bu	3
grownup's	1
ribbon's	2
roo	35
rabbit's	10
owl's	20
whaddayou	7
shwoop	2
titch	2
titch's	1
dunkies	1
dunkie	1
muh	15
shmear	3
shmeak	1
cadabra	2
buzzah	2
zugly	2
espacios	1
espacio	2
nubes	1
blither	8
kerplunkies	2
flum	1
band-aid	4
peeties	1
sweepy	1
purple's	1
outie	1
innie	1
donging	1
woodeedah	1
mmkay	4
winky's	4
suelo	1
bzz	3
unerase	1
ff	5
doyng	1
snoozy	1
tiggeriffic	1
boings	4
boinga	5
poohlets	1
husker	1
whadju	5
yuhp	1
huckle's	9
decklin	2
frumble's	3
dozer	1
congrejito	1
frumble	39
bumpt	2
pilchard's	1
kaya's	1
stripey	3
dook	1
grr	10
ksh	2
talling	1
buildest	2
tiggers	5
daffy's	5
babby	2
uwuh	1
puppy's	41
duckie's	5
elmer's	5
wuhtey	1
eshodeh	1
ey	7
heuh	1
buboop	1
ueh	3
rainpoat	1
mcpink	4
phoebe's	17
diapie	10
buthe	2
bubby	3
noser	1
kicky	6
icky	15
thip	9
kooshball	14
yoink	30
carly's	1
buntings	5
jiggy	2
jiggety	2
pupple	2
wadjou	1
wup	4
hih	31
wanme	1
boppie	28
ittie	3
mwah	18
ut	66
floppy's	33
wuhio	1
oouoo	1
ohp	41
naa	1
wiw	4
woot	2
num	210
piggie's	4
eatin	4
udj	1
huhah	3
panda's	5
imhuh	2
sippy	58
uet	1
wana	4
wehoh	3
hiha	1
tikuh	12
lyin	1
dija	1
oom	1
tsup	4
slup	7
lookin	9
muhoh	1
yuh	11
oope	2
mayzie	8
mayzie's	3
wuoh	6
gespard	12
dijou	14
iw	1
telula	2
blimpies	2
toasty	10
uffuff	1
eddy's	2
weeh	1
romy	1
tika	13
mcpink's	1
kyv	1
sh'	2
refrigerator's	1
whad	6
spider's	14
shou	5
emm	2
aveno	1
whaja	2
wut	5
tushie	42
oomb	1
banana's	10
hihuh	7
nyu	1
blistex	1
haup	5
peh	1
zenops	3
floppys	10
dut	40
brushu	18
erah	1
minty	2
dih	2
usin	1
poomp	1
uhiks	1
ih	9
sih	1
huhu	1
remotes	3
wearin	4
muhuh	1
mieh	1
boc	8
whatja	1
uht	8
jilly	2
wadja	1
bla	5
ulah	1
tummys	1
boo's	3
pta	15
moom	1
standin	1
uhmah	1
oot	9
chicky	6
chickadee	13
kinduv	7
yihee	1
mom'll	3
takin	2
woofy	2
maisey's	1
maisey	17
mih	1
whouldja	1
jill's	11
uoh	3
telulah	1
oopay	1
bumbi	1
wha's	13
wha'does	1
fla	14
tebay	1
wihw	1
shushu	4
weeookeekee	1
huhow	1
lioah	1
lulu's	48
ancy	1
crankyness	1
flowa	1
chiggy	1
chiggety	1
wootaa	1
callin	1
showin	1
djave	2
y'ave	1
crawlies	2
wavin	2
noona	1
eyaugh	4
donkey's	2
grasshopper's	2
manana	2
wihuh	1
tikitiki	6
uhdigadiga	1
icheh	1
ithi	1
idia	1
yaunk	3
gaspard's	1
hatee	1
atiay	2
aji	1
dancin	2
doodootdoodadootdootdadoodadoot	1
digoligo	1
wha'd	3
holdin	1
gimpy	1
bracelet's	5
stayin	2
fl	1
yowch	3
uluh	2
ky	2
spoon's	1
snuffles'	4
weeble	3
heli	1
maraca's	1
dit	1
wou	2
nonworking	1
woncha	2
floppies	2
quetzal's	1
ks	2
prudence's	4
loosin	1
pooping	30
willaby	2
blaah	1
wuee	1
ihuh	1
ayou	1
tih	1
didn	1
tsuh	2
br	1
lah	1
whuh	5
wishoe	1
hillo	1
yafta	1
woujou	15
roo's	4
kanga	20
minamina	2
daddy'll	7
beetabeetuh	2
genema	1
aahh	1
kwuck	1
kup	1
woap	1
wiop	1
com'ere	3
eeh	2
whadayou	3
gaudy's	1
gabby's	27
wha'	4
weehh	1
whyn't	1
tellytubbies	5
wha'do	1
situationed	1
gaigoh	1
didj	1
whereya	1
thr	1
uahh	1
pishoo	2
witzi's	1
k'you	1
frigidaire	1
witzi	1
hugable	1
boolet	1
whatza	2
boof	1
zoomzoom	1
balinksi	1
bag's	1
aboom	2
nonp	1
butta	4
bih	6
gummies	1
uhhmm	1
rr	2
hehe	25
cube's	1
krusty	9
babysitter's	3
whazza	1
ronnie's	5
utoh	1
tellytubby	1
wha'doyou	1
hahaha	4
frances's	1
gugoy	1
dyave	1
nha	1
tik	6
shamu's	2
ian's	1
do'know	1
ixnay	1
katzan	1
pikachu's	1
dinosaur's	19
putcha	1
emeril	1
dunkiccino	1
shirt's	2
goyee	1
tweety	7
ganoboo	5
sayin	2
tamar's	20
tamar	40
collapsy	1
c'you	1
tegama	4
panacka	11
weathervane	5
plaksiko	1
chubba	1
shubby	1
panacka's	4
hondo's	2
gabil	9
fabian's	2
mauh	2
ope	8
swiper	47
llil	1
loly	23
ps	4
wwanna	2
swiper's	3
pediatrician's	1
tico	4
lollie	19
hehehe	2
teletable	2
yuya	1
stephy	1
bouncing's	1
jd	1
dragons'	1
golman	1
holey	2
dispy's	2
gaby's	9
francis's	1
coupla	5
sorta	12
chyour	1
pitchko	2
anywho	1
lalalala	1
oopy	3
peent	2
talula	4
serilin	1
mazy	14
seril	1
doo-doo	1
apman	1
eeoh	1
gramma	42
grampa	12
grampas	2
grammas	2
dotcom	2
mazy's	2
dosy's	1
rosy's	3
whatzat	1
talula's	1
nappie	6
mooshy	5
thrim	2
threm	1
doodoodoodootdududootdootdoot	1
dududootdootdoot	3
yey	8
weaggle	1
dootdootdoot	1
sigs	2
genobuh	1
booboo	28
squeesh	2
wonderer	1
joosa	1
twiglets	1
oly	2
roly	2
gouda	15
blanket's	5
doncou	2
dora's	12
dono	2
bati	1
belle's	8
fugi	3
pointiest	1
momma's	11
cinderella's	21
fredrick's	1
tiko	2
donchou	10
crawlin	1
edamame	12
mouse's	6
mooky	3
rocky's	3
benny's	3
wishoo	5
ayee	1
manuelas	2
horton's	9
paddington's	14
bleeah	1
hooginschmidt	2
mooky's	5
gluing	14
wheeshoo	1
twiddlebugs	1
pollys	1
glahih	1
yihhy	1
bert's	2
blahhuh	1
stephanie's	2
parsley's	2
yl	2
ieyayie	1
eeoo	2
quadrillionth	1
wawawawawa	1
weewee	3
blocks'll	1
luna's	2
puzzle's	4
doreen's	1
chickie	6
sug	1
zooks	1
pullers	3
panettone	7
shloop	1
portabello	3
ziphius	3
geeta	2
mississ	1
beeta	1
alec's	10
marmalade's	1
getchou	2
jacuzzi's	1
tutter's	1
eese	1
poopie	7
pekay	2
desitin	1
ribcage	1
ridi	1
beebee	3
ribee	1
diapey	3
topa	1
sortsa	3
deadea	2
bisquick	1
floaties	1
wishue	1
peanutty	2
pillow's	2
cassey	17
steppin	1
tushies	3
whadaya	3
briggs'	1
c-section	3
barrettes	2
leme	2
leanna	6
pasquala	1
gramma's	3
dodoot	1
doodoodoit	1
memeans	1
microphoned	1
tickie	3
hooweenk	1
scarrys	1
gorilla's	2
pheobe	17
zzzzz	2
aahbai	2
lalily	1
poloskov	1
pretchra	1
superflex	1
intellitable	1
pie's	1
duditah	2
blai	1
dodede	1
dodedah	2
persy	3
niyow	3
hatchlings	3
whine's	1
louana	1
belugas	1
stepmother's	2
map's	1
dath	3
teko	2
deers	1
don't'cha	1
slinger's	3
chester's	8
gabi's	5
merryweather	5
flaura	3
koow	1
malificent	11
malificent's	4
aurora's	3
cottage's	1
nani	1
bandaids	2
awow	1
cracklin	1
batsey	1
what'sa	2
hannah's	1
drippy	4
wunch	1
workin	2
wiring's	1
weet	2
dadada	2
what'r'ya	1
rataxes	7
flamingo's	1
buddabubidubluhduhluhbuvula	1
auh	1
labi	1
fushoo	1
orangie	1
yavta	1
isabelle's	3
gaspar's	3
red's	5
bigga	1
chocolaty	2
maa	8
whup	1
kotter's	2
woulda	2
barley's	1
lota	2
jou	2
miffy	16
hucklecat	9
hucklecat's	4
shoogy	1
goldbug	5
wha'd'you	2
wha'cher	1
bicki	2
tritan	4
grimsby	2
tritan's	2
ariel's	31
ursula's	11
mermaid's	1
fishie	1
vanessa's	2
bawk	11
siree	1
pituh	4
gravled	1
lumiere	6
meffy	1
pinwheel's	1
cinderellee	2
squamps	6
miffy's	1
havarti	7
naptime	1
abre	4
meh	5
eyore	3
wibbled	5
liana's	3
blankie's	2
eggy	12
doughnut's	1
dadadadadadadadadadada	1
revin	1
smoosh	1
turrow	1
moley	1
porcupine's	3
helium's	1
cepes	1
porcini	1
dryad's	1
spiberus	3
spiders'	1
risd	3
nemo's	14
londain	1
neek	3
aneek	2
popcorn's	1
rs	2
binky	2
anemone's	1
docky	2
dw's	6
flower's	2
clownie	2
sitter's	1
rolipolioli	1
pbs	2
tree's	4
maillot	1
dandelion's	2
unrulish	1
quizzers	1
siril	1
bloat's	1
hilda's	8
gregg's	1
violin's	1
giraffe's	1
tra	1
lidded	1
birthday's	2
bahbahbahbah	3
leanna's	2
whatchor	1
papi	1
mami	1
cinderellas	1
whaddo	1
gil's	3
poohbie	4
skink	19
sloth's	2
kiyou	1
toodleloo	2
flouncy	1
lightninged	1
semisweet	2
reclip	1
puddle's	10
merpeople	1
syrup's	1
busytown	2
coco's	1
dondio	4
coulda	2
pudsy	2
flounder's	3
izza	3
tootzio	2
pudzio	2
toding	1
toot's	8
yucko	21
pheobe's	1
them's	2
starfishy	1
boots'	2
crab's	4
mushing	1
black-eyed-susans	1
pearl's	1
grabby	7
kookooposh	1
altostratus	1
mithing	1
isa's	1
honey's	2
kassey	2
soops	1
pumper	1
disk's	1
humperdink	1
firetruck	1
fanokie	4
clunkity	1
oggy	1
laughy	5
voom	1
pre-civil	1
urgh	1
leana's	1
lowly's	1
gotchu	1
crayon's	1
callisto	3
gadiga	9
black-eyed-susan	1
spired	1
wowee	6
neptune's	1
evie	1
cocoposh	1
why'nt	2
cassie's	5
toad's	9
beauty's	2
cubbie	1
tippity	1
wrentham	1
kadoo	1
rightie	2
woggy	7
agrabah	1
akhmed	1
quatro	1
raja	2
ear's	2
ocho	1
nueve	1
agrabah's	1
sarabi	9
mufasa	44
pimientos	1
stucked	2
dodgeball	1
tidden	1
rafiki	1
parped	1
fireflies'	1
baaaa	1
neath	1
chewies	1
beelue	1
sisters'	2
barrette's	3
mufasa's	5
zazu	18
keeper's	1
whaju	1
goblin's	2
danielle's	2
chompy	1
pleep	3
pricky	1
bottie	2
adda	15
loggy	1
sloosh	3
ser	1
lassos	1
spluck	1
melody's	1
plattern	1
brontotherium	15
portobello	4
bidoigu	3
hehheh	6
flik	4
aunty's	1
macrauchenia	3
paddinton	1
pocahontas's	2
flik's	1
phorusrhacos	2
iguanodon	11
on't	2
sh'dai	1
ankylosaurus	5
camover	1
faulkneresque	1
jasmine's	2
whaddawe	2
getum	1
floboppie	1
nala	27
shenzi	2
banzai	6
tassles	1
rhinoceri	1
zanzai	1
cuds	1
whado	1
slinked	2
passie	1
curit	3
poohby	3
buddah	12
sut	1
asparagus'	1
tenish	2
cogsworth	1
who'djou	1
bloaty	3
adda's	1
dwarves'	3
sneezy	11
barometer's	1
jeweled	2
woudjou	7
jaques'	1
cinderelli	1
whadoes	2
clownfish	1
sharks'	1
hyena's	1
meerkat	2
pumbaa	10
teemon	1
gunight	1
foreman's	1
pterodactyl's	2
chrimain	2
drizella	1
whadidjou	1
balinsky	3
hachoo	1
matata	1
hakuna	1
apatosauruses	1
parasaurolophus	2
erasmasaurus	1
elasmosaurus	1
perasaurolokis	1
deer's	1
stegosaurus'	2
squishiness	1
agraba	2
kuskin	2
blanko	1
simint	1
fairies'	1
pollies	2
urchinny	1
whadid	3
spinosaurus	21
tolder	1
spinosaurus's	1
feather's	1
needjou	1
edinberg	1
toweled	3
styracosaurus	8
teeshirt	3
carnotaur	2
allosaurus	1
snuffy's	1
terrytown	6
speckly	1
ruffly	2
atina	1
arisda	1
andrena	1
aquada	1
vanillay	1
slimo	1
rumi	1
engo	1
rubadubs	1
kahlua	1
pachycephalosaurus	2
mooth	2
tooths	1
peg's	1
aquiver	2
archaeopteryx	1
spleet	1
bleet	1
snorkeler	1
supersaurus	1
chasmosaurus	1
campout	2
soralofis	1
triceritops	1
enchante	1
gulper	3
pesto	1
tikka	1
adoodoo	1
hasda	3
goby	3
ant's	2
hooby	1
shooby	1
hebi	1
shebi	1
bestest	1
ronny's	1
bj's	1
rugrats	1
thornberries	3
perasaurlokus	1
stripie	5
hubie	1
shubi	1
funshine	4
tenderheart	5
yucksville	2
trudgery	1
uph	1
squishies	1
squishiest	1
egads	4
wwhada	3
untrusting	1
blinky	1
princessy	1
gianticus	1
princessed	1
squid's	2
thaumaticfis	3
sortav	1
yoik	1
wouldn'tcha	1
gock	1
tubelike	1
mung	2
aflowing	1
militee	5
stims	1
whales'	1
militee's	1
splot	1
yellowy	1
oscarlicious	1
dushy	1
werdj	1
whadj	1
oohee	3
pipper	2
scuttle's	2
glonk	1
rochambeau	2
pequot	1
anatasaurus	1
machairodont	4
makeri	1
smiladon	3
machrauchenia	11
corythosaurus	1
epg	1
epj	1
jpg	1
eps	2
dpi	1
woulduv	1
alidar	2
alidar's	2
thorahockis	5
stegasori	4
kkinduv	1
yeesh	2
trunklike	1
fairy's	4
youch	1
ayayay	2
whata	1
delicioso	1
gotchou	1
whatdya	2
rug's	1
beaver's	1
donut's	1
dot-dot-bo	1
jull	1
buhblah	4
yuckster	1
tummy's	1
blankster	1
lilliest	2
duckuh	1
wonch	1
tuckuh	3
sposed	1
justine's	1
hendrika	1
hyperventilating	1
blurbed	1
what'v	1
tadpool	1
alador	2
anyhoo	1
think'd	1
membership's	1
ducky's	1
yauto's	1
yauto	1
dobermans	2
stereo's	1
guy'll	3
aircaft	1
daddys	2
mommys	1
lilys	1
taying	1
stacey's	1
towtruck	2
barosaurus	1
sauros	1
kinex	1
cubby	1
lla	1
roomie	3
dendoor	1
marathoners	1
syne	1
sadiksha	2
sadiksha's	1
wushy	1
squishy's	1
dup	1
hup	1
whaddyou	1
gwushy	1
dwe	1
shwe	1
stewie	1
dowy	1
yeddy	1
dehdeh	1
yoddy	1
yaddy	3
mms	1
meringuey	1
laney's	1
multigrain	3
legos	122
naima	1195
wooh	2
bagah	5
menamuni	1
wahwee	4
nai	36
aiyeeyuh	1
oopsi	1
havinem	1
warrah	4
vrr	1
vrup	1
ahuday	1
woof's	1
gotchur	2
adeh	1
denkner	2
zup	1
nundy	1
rosies	7
duhdi	1
babaji	36
guh	9
hedeh	1
dukadoo	2
bogack	4
wanplay	1
oatio	40
oatios	49
gagi	1
duhguh	4
duhgu	1
geh	1
wouja	7
heeygo	8
givin'm	1
sompin	1
theyego	8
ouchie	2
weee	1
chukah	5
eat'n	1
dukah	1
naima's	164
kaluh	1
bananani	1
fana	4
fo	1
baky	1
daihu	2
dukna	1
guhkuh	1
unki	1
duhkuh	10
thirtyish	1
guu	2
kuh	16
wuckpoo	2
ucky	1
lucka	2
ucka	1
ayawouldili	1
dukwi	1
rattly	5
yuhwi	1
buckaleak	1
juckbwuck	1
mbuh	1
bucka	1
dowa	9
lowa	5
boobaloo	9
booky	1
ruhruh	2
yagedigu	1
yahwey	1
tuhkuh	2
dupop	1
uppa	4
diguh	7
washie	21
rakie	1
bledder	2
ofem	1
clown's	5
duhmadi	1
mangany	1
gooba	4
truckie	8
slidy	2
baddy	5
ladybug's	2
belly's	1
cuppie	1
dicka	2
shmonin	2
ricies	2
muhnee	1
wula	1
nanan	1
shmona	1
replugging	1
tadee	1
ywame	2
mumana	3
neenee	1
spaghettis	1
chikada	34
dika	1
gaieef	1
ducksie	2
zuckazie	1
budluh	6
cheese's	1
dalicali	1
falickyali	1
falickyala	1
fakalli	2
feti	1
metty	1
tofu's	1
weeza	1
cheesa	1
upa	1
washies	1
baloo	5
keipu	1
bubu	1
dala	1
dalici	1
fooey	3
duckaling	1
oaty	7
hoowai	1
spuna	1
wuna	1
funa	1
yogurty	21
yumma	6
tahini	13
bisisi	1
blueies	1
mixa	4
uwies	2
ooey	1
dadaji	34
nursie	77
nummy	4
frijoles	1
arroz	1
vzh	1
geka	1
mukky	1
makky	1
mikkiy	1
oopsy	3
raar	3
duckalee	1
woggie	35
moosy	1
woggie's	3
chicky's	1
uf	6
tryina	1
zacalli	2
dubudubudubudubudubu	1
likey	1
zzzhhh	2
kissin	1
blocky	1
y'need	1
tekamaki	1
tamaki	1
miso	1
noogey	1
hamachi	1
shmogurty	1
futomaki	2
d'avignon	3
unconnect	1
wasabi	1
tomago	1
these're	5
kinana	10
badega	11
genaba	3
meditech	1
chchchch	18
aren'tcha	1
wi	1
boppy	3
kamut	45
bra's	1
boinked	1
mungity	1
maketuk	2
mangi	2
mungi	5
moah	1
sanga	1
susans	3
mooses	1
chica	12
kalik	5
hnn	8
mommily	19
noki	4
booga	8
babaji's	5
dadaji's	11
meni	1
girly	7
